Cidade: Aracaju
sem Threads - Aracaju - Dia 1 - Temperatura [media=27.870833333333337, minima=25.1, maxima=31.7]
27 Threads - Vitória - Dia 19 - Temperatura [media=29.512500000000006, minima=25.6, maxima=37.2]
27 Threads - Vitória - Dia 20 - Temperatura [media=30.241666666666664, minima=26.4, maxima=38.0]
27 Threads - Vitória - Dia 21 - Temperatura [media=28.483333333333338, minima=25.6, maxima=34.4]
27 Threads - Vitória - Dia 22 - Temperatura [media=26.875000000000004, minima=24.7, maxima=30.1]
27 Threads - Vitória - Dia 23 - Temperatura [media=26.204166666666666, minima=23.9, maxima=29.4]
27 Threads - Vitória - Dia 24 - Temperatura [media=24.925, minima=23.9, maxima=26.0]
27 Threads - Vitória - Dia 25 - Temperatura [media=25.59583333333333, minima=24.0, maxima=27.9]
27 Threads - Vitória - Dia 26 - Temperatura [media=26.095833333333328, minima=23.7, maxima=30.1]
27 Threads - Vitória - Dia 27 - Temperatura [media=26.387500000000003, minima=24.2, maxima=29.8]
27 Threads - Vitória - Dia 28 - Temperatura [media=25.325, minima=23.4, maxima=27.9]
27 Threads - Vitória - Dia 29 - Temperatura [media=28.333333333333332, minima=24.4, maxima=34.9]
27 Threads - Vitória - Dia 30 - Temperatura [media=28.30416666666667, minima=24.4, maxima=34.3]
27 Threads - Vitória - Dia 31 - Temperatura [media=28.24166666666667, minima=25.2, maxima=33.2]

Cidade: Porto Velho
27 Threads - Porto Velho - Dia 1 - Temperatura [media=26.7375, minima=24.0, maxima=30.5]
27 Threads - Porto Velho - Dia 2 - Temperatura [media=27.50833333333333, minima=23.7, maxima=32.8]
27 Threads - Porto Velho - Dia 3 - Temperatura [media=27.658333333333328, minima=25.0, maxima=31.2]
27 Threads - Porto Velho - Dia 4 - Temperatura [media=25.33333333333334, minima=24.7, maxima=26.2]
27 Threads - Porto Velho - Dia 5 - Temperatura [media=26.22916666666666, minima=23.0, maxima=31.5]
27 Threads - Porto Velho - Dia 6 - Temperatura [media=26.5625, minima=24.7, maxima=29.2]
27 Threads - Porto Velho - Dia 7 - Temperatura [media=27.30416666666667, minima=24.3, maxima=31.6]
27 Threads - Porto Velho - Dia 8 - Temperatura [media=28.383333333333336, minima=24.3, maxima=33.9]
27 Threads - Porto Velho - Dia 9 - Temperatura [media=27.374999999999996, minima=24.9, maxima=30.9]
27 Threads - Porto Velho - Dia 10 - Temperatura [media=26.537499999999994, minima=24.3, maxima=29.6]
27 Threads - Porto Velho - Dia 11 - Temperatura [media=26.308333333333337, minima=24.1, maxima=29.4]
27 Threads - Porto Velho - Dia 12 - Temperatura [media=26.695833333333336, minima=23.7, maxima=31.0]
27 Threads - Porto Velho - Dia 13 - Temperatura [media=27.325, minima=24.3, maxima=31.0]
27 Threads - Porto Velho - Dia 14 - Temperatura [media=26.90416666666667, minima=24.1, maxima=30.5]
27 Threads - Porto Velho - Dia 15 - Temperatura [media=26.933333333333337, minima=24.1, maxima=31.2]
27 Threads - Porto Velho - Dia 16 - Temperatura [media=27.912499999999998, minima=24.3, maxima=32.4]
27 Threads - Porto Velho - Dia 17 - Temperatura [media=27.941666666666663, minima=24.9, maxima=32.3]
27 Threads - Porto Velho - Dia 18 - Temperatura [media=26.483333333333334, minima=24.9, maxima=29.5]
27 Threads - Porto Velho - Dia 19 - Temperatura [media=27.479166666666668, minima=24.2, maxima=32.5]
27 Threads - Porto Velho - Dia 20 - Temperatura [media=27.237500000000008, minima=23.9, maxima=32.3]
27 Threads - Porto Velho - Dia 21 - Temperatura [media=27.84166666666667, minima=24.3, maxima=33.2]
27 Threads - Porto Velho - Dia 22 - Temperatura [media=27.287499999999998, minima=24.7, maxima=30.4]
27 Threads - Porto Velho - Dia 23 - Temperatura [media=28.145833333333332, minima=24.9, maxima=32.5]
27 Threads - Porto Velho - Dia 24 - Temperatura [media=27.058333333333326, minima=24.9, maxima=29.8]
27 Threads - Porto Velho - Dia 25 - Temperatura [media=27.087500000000002, minima=24.6, maxima=30.6]
27 Threads - Porto Velho - Dia 26 - Temperatura [media=26.704166666666666, minima=24.9, maxima=29.3]
27 Threads - Porto Velho - Dia 27 - Temperatura [media=26.95, minima=25.0, maxima=29.3]
27 Threads - Porto Velho - Dia 28 - Temperatura [media=25.97083333333333, minima=24.6, maxima=28.5]
27 Threads - Porto Velho - Dia 29 - Temperatura [media=26.974999999999998, minima=23.5, maxima=32.1]
27 Threads - Porto Velho - Dia 30 - Temperatura [media=28.245833333333337, minima=24.6, maxima=32.6]
27 Threads - Porto Velho - Dia 31 - Temperatura [media=27.129166666666666, minima=24.7, maxima=30.6]

Cidade: Goiânia
27 Threads - Goiânia - Dia 1 - Temperatura [media=24.995833333333334, minima=22.8, maxima=28.9]
27 Threads - Goiânia - Dia 2 - Temperatura [media=24.04166666666667, minima=21.8, maxima=28.0]
27 Threads - Goiânia - Dia 3 - Temperatura [media=24.39166666666667, minima=21.9, maxima=27.6]
27 Threads - Goiânia - Dia 4 - Temperatura [media=24.075, minima=21.9, maxima=26.9]
27 Threads - Goiânia - Dia 5 - Temperatura [media=24.495833333333337, minima=21.9, maxima=28.1]
27 Threads - Goiânia - Dia 6 - Temperatura [media=25.32916666666667, minima=21.7, maxima=30.3]
27 Threads - Goiânia - Dia 7 - Temperatura [media=25.995833333333337, minima=21.3, maxima=31.0]
27 Threads - Goiânia - Dia 8 - Temperatura [media=25.425, minima=21.5, maxima=29.8]
27 Threads - Goiânia - Dia 9 - Temperatura [media=25.09583333333333, minima=22.2, maxima=29.0]
27 Threads - Goiânia - Dia 10 - Temperatura [media=25.13333333333333, minima=22.3, maxima=30.0]
27 Threads - Goiânia - Dia 11 - Temperatura [media=24.920833333333334, minima=21.3, maxima=29.4]
27 Threads - Goiânia - Dia 12 - Temperatura [media=26.524999999999995, minima=22.5, maxima=31.0]
27 Threads - Goiânia - Dia 13 - Temperatura [media=26.641666666666666, minima=23.3, maxima=30.4]
27 Threads - Goiânia - Dia 14 - Temperatura [media=25.40416666666667, minima=22.3, maxima=29.2]
27 Threads - Goiânia - Dia 15 - Temperatura [media=25.3625, minima=21.6, maxima=30.0]
27 Threads - Goiânia - Dia 16 - Temperatura [media=26.54166666666667, minima=21.5, maxima=32.1]
27 Threads - Goiânia - Dia 17 - Temperatura [media=27.545833333333334, minima=21.5, maxima=33.4]
27 Threads - Goiânia - Dia 18 - Temperatura [media=27.833333333333332, minima=22.4, maxima=33.3]
27 Threads - Goiânia - Dia 19 - Temperatura [media=26.97083333333333, minima=23.0, maxima=32.3]
27 Threads - Goiânia - Dia 20 - Temperatura [media=26.974999999999998, minima=22.5, maxima=32.6]
27 Threads - Goiânia - Dia 21 - Temperatura [media=27.275000000000002, minima=24.0, maxima=31.7]
27 Threads - Goiânia - Dia 22 - Temperatura [media=25.45416666666667, minima=22.3, maxima=29.0]
27 Threads - Goiânia - Dia 23 - Temperatura [media=25.358333333333334, minima=22.5, maxima=28.8]
27 Threads - Goiânia - Dia 24 - Temperatura [media=25.020833333333332, minima=22.4, maxima=28.8]
27 Threads - Goiânia - Dia 25 - Temperatura [media=25.36250000000001, minima=21.8, maxima=29.3]
27 Threads - Goiânia - Dia 26 - Temperatura [media=25.379166666666666, minima=21.4, maxima=29.1]
27 Threads - Goiânia - Dia 27 - Temperatura [media=25.708333333333332, minima=20.7, maxima=31.3]
27 Threads - Goiânia - Dia 28 - Temperatura [media=25.591666666666672, minima=20.7, maxima=30.8]
27 Threads - Goiânia - Dia 29 - Temperatura [media=25.724999999999994, minima=21.2, maxima=30.8]
27 Threads - Goiânia - Dia 30 - Temperatura [media=26.27916666666667, minima=20.8, maxima=32.8]
27 Threads - Goiânia - Dia 31 - Temperatura [media=25.654166666666658, minima=22.5, maxima=30.2]

Cidade: Teresina
27 Threads - Teresina - Dia 1 - Temperatura [media=27.37500000000001, minima=24.7, maxima=32.5]
27 Threads - Teresina - Dia 2 - Temperatura [media=28.20416666666667, minima=24.4, maxima=32.5]
27 Threads - Teresina - Dia 3 - Temperatura [media=27.074999999999992, minima=24.8, maxima=30.6]
27 Threads - Teresina - Dia 4 - Temperatura [media=29.28750000000001, minima=25.3, maxima=35.4]
27 Threads - Teresina - Dia 5 - Temperatura [media=29.7625, minima=24.3, maxima=35.5]
27 Threads - Teresina - Dia 6 - Temperatura [media=30.349999999999998, minima=24.4, maxima=36.7]
27 Threads - Teresina - Dia 7 - Temperatura [media=27.741666666666664, minima=24.8, maxima=31.3]
27 Threads - Teresina - Dia 8 - Temperatura [media=28.433333333333337, minima=23.4, maxima=34.8]
27 Threads - Teresina - Dia 9 - Temperatura [media=30.095833333333335, minima=24.5, maxima=36.6]
27 Threads - Teresina - Dia 10 - Temperatura [media=30.308333333333323, minima=24.4, maxima=36.7]
27 Threads - Teresina - Dia 11 - Temperatura [media=27.224999999999994, minima=25.2, maxima=30.0]
27 Threads - Teresina - Dia 12 - Temperatura [media=27.137500000000003, minima=24.4, maxima=30.5]
27 Threads - Teresina - Dia 13 - Temperatura [media=26.42916666666667, minima=24.0, maxima=29.8]
27 Threads - Teresina - Dia 14 - Temperatura [media=27.370833333333326, minima=22.3, maxima=32.7]
27 Threads - Teresina - Dia 15 - Temperatura [media=28.824999999999992, minima=24.5, maxima=33.8]
27 Threads - Teresina - Dia 16 - Temperatura [media=28.920833333333338, minima=23.7, maxima=34.8]
27 Threads - Teresina - Dia 17 - Temperatura [media=29.445833333333336, minima=23.9, maxima=36.1]
27 Threads - Teresina - Dia 18 - Temperatura [media=29.545833333333334, minima=23.2, maxima=36.9]
27 Threads - Teresina - Dia 19 - Temperatura [media=29.50833333333333, minima=23.8, maxima=36.7]
27 Threads - Teresina - Dia 20 - Temperatura [media=29.40416666666667, minima=24.6, maxima=35.2]
27 Threads - Teresina - Dia 21 - Temperatura [media=29.937500000000004, minima=25.1, maxima=36.3]
27 Threads - Teresina - Dia 22 - Temperatura [media=30.19166666666666, minima=25.9, maxima=35.3]
27 Threads - Teresina - Dia 23 - Temperatura [media=29.17083333333333, minima=26.1, maxima=34.1]
27 Threads - Teresina - Dia 24 - Temperatura [media=28.575, minima=25.5, maxima=33.7]
27 Threads - Teresina - Dia 25 - Temperatura [media=29.004166666666666, minima=25.0, maxima=34.1]
27 Threads - Teresina - Dia 26 - Temperatura [media=29.049999999999997, minima=25.4, maxima=33.3]
27 Threads - Teresina - Dia 27 - Temperatura [media=29.666666666666668, minima=26.1, maxima=34.2]
27 Threads - Teresina - Dia 28 - Temperatura [media=28.270833333333332, minima=24.4, maxima=33.0]
27 Threads - Teresina - Dia 29 - Temperatura [media=27.341666666666665, minima=24.6, maxima=31.2]
27 Threads - Teresina - Dia 30 - Temperatura [media=28.662500000000005, minima=24.4, maxima=34.1]
27 Threads - Teresina - Dia 31 - Temperatura [media=29.650000000000006, minima=25.0, maxima=34.7]

Cidade: Boa Vista
27 Threads - Boa Vista - Dia 1 - Temperatura [media=30.979166666666668, minima=26.0, maxima=35.8]
27 Threads - Boa Vista - Dia 2 - Temperatura [media=30.758333333333336, minima=26.0, maxima=36.0]
27 Threads - Boa Vista - Dia 3 - Temperatura [media=29.870833333333334, minima=25.1, maxima=35.6]
27 Threads - Boa Vista - Dia 4 - Temperatura [media=29.608333333333334, minima=24.6, maxima=35.2]
27 Threads - Boa Vista - Dia 5 - Temperatura [media=29.69583333333334, minima=24.8, maxima=35.6]
27 Threads - Boa Vista - Dia 6 - Temperatura [media=30.5, minima=26.0, maxima=35.5]
27 Threads - Boa Vista - Dia 7 - Temperatura [media=29.96249999999999, minima=25.9, maxima=34.6]
27 Threads - Boa Vista - Dia 8 - Temperatura [media=29.204166666666666, minima=24.8, maxima=34.5]
27 Threads - Boa Vista - Dia 9 - Temperatura [media=28.287500000000005, minima=26.5, maxima=30.5]
27 Threads - Boa Vista - Dia 10 - Temperatura [media=28.925000000000008, minima=25.0, maxima=34.1]
27 Threads - Boa Vista - Dia 11 - Temperatura [media=29.329166666666662, minima=26.3, maxima=32.7]
27 Threads - Boa Vista - Dia 12 - Temperatura [media=29.837500000000002, minima=25.2, maxima=35.2]
27 Threads - Boa Vista - Dia 13 - Temperatura [media=30.30416666666666, minima=25.9, maxima=35.3]
27 Threads - Boa Vista - Dia 14 - Temperatura [media=30.537500000000005, minima=26.3, maxima=35.4]
27 Threads - Boa Vista - Dia 15 - Temperatura [media=30.075, minima=26.4, maxima=33.9]
27 Threads - Boa Vista - Dia 16 - Temperatura [media=29.041666666666668, minima=25.9, maxima=32.4]
27 Threads - Boa Vista - Dia 17 - Temperatura [media=29.59583333333333, minima=25.5, maxima=34.3]
27 Threads - Boa Vista - Dia 18 - Temperatura [media=29.391666666666666, minima=25.4, maxima=33.5]
27 Threads - Boa Vista - Dia 19 - Temperatura [media=29.208333333333332, minima=25.4, maxima=33.6]
27 Threads - Boa Vista - Dia 20 - Temperatura [media=29.225000000000005, minima=25.8, maxima=33.6]
27 Threads - Boa Vista - Dia 21 - Temperatura [media=29.48333333333333, minima=25.7, maxima=33.8]
27 Threads - Boa Vista - Dia 22 - Temperatura [media=29.47916666666667, minima=25.3, maxima=35.0]
27 Threads - Boa Vista - Dia 23 - Temperatura [media=29.56250000000001, minima=25.5, maxima=34.7]
27 Threads - Boa Vista - Dia 24 - Temperatura [media=29.87083333333334, minima=26.0, maxima=35.1]
27 Threads - Boa Vista - Dia 25 - Temperatura [media=30.112500000000008, minima=25.5, maxima=35.6]
27 Threads - Boa Vista - Dia 26 - Temperatura [media=30.2, minima=25.4, maxima=35.7]
27 Threads - Boa Vista - Dia 27 - Temperatura [media=30.362499999999994, minima=25.0, maxima=36.1]
27 Threads - Boa Vista - Dia 28 - Temperatura [media=30.345833333333335, minima=25.6, maxima=35.7]
27 Threads - Boa Vista - Dia 29 - Temperatura [media=30.645833333333332, minima=25.9, maxima=36.7]
27 Threads - Boa Vista - Dia 30 - Temperatura [media=30.204166666666662, minima=26.4, maxima=34.0]
27 Threads - Boa Vista - Dia 31 - Temperatura [media=29.933333333333334, minima=25.8, maxima=35.1]

Cidade: Porto Alegre
27 Threads - Porto Alegre - Dia 1 - Temperatura [media=24.01666666666667, minima=19.1, maxima=30.8]
27 Threads - Porto Alegre - Dia 2 - Temperatura [media=24.191666666666666, minima=22.5, maxima=26.8]
27 Threads - Porto Alegre - Dia 3 - Temperatura [media=23.11666666666667, minima=21.1, maxima=26.2]
27 Threads - Porto Alegre - Dia 4 - Temperatura [media=23.099999999999998, minima=20.6, maxima=26.6]
27 Threads - Porto Alegre - Dia 5 - Temperatura [media=24.004166666666663, minima=20.7, maxima=28.7]
27 Threads - Porto Alegre - Dia 6 - Temperatura [media=26.066666666666663, minima=21.5, maxima=32.7]
27 Threads - Porto Alegre - Dia 7 - Temperatura [media=27.291666666666668, minima=23.5, maxima=35.1]
27 Threads - Porto Alegre - Dia 8 - Temperatura [media=28.170833333333324, minima=25.4, maxima=31.3]
27 Threads - Porto Alegre - Dia 9 - Temperatura [media=26.72083333333333, minima=24.3, maxima=30.6]
27 Threads - Porto Alegre - Dia 10 - Temperatura [media=27.266666666666666, minima=23.6, maxima=32.6]
27 Threads - Porto Alegre - Dia 11 - Temperatura [media=25.05416666666667, minima=23.8, maxima=27.9]
27 Threads - Porto Alegre - Dia 12 - Temperatura [media=23.95, minima=22.4, maxima=26.2]
27 Threads - Porto Alegre - Dia 13 - Temperatura [media=23.7, minima=19.9, maxima=29.3]
27 Threads - Porto Alegre - Dia 14 - Temperatura [media=26.287500000000005, minima=22.1, maxima=37.8]
27 Threads - Porto Alegre - Dia 15 - Temperatura [media=26.170833333333338, minima=22.2, maxima=31.3]
27 Threads - Porto Alegre - Dia 16 - Temperatura [media=27.82083333333334, minima=24.1, maxima=34.8]
27 Threads - Porto Alegre - Dia 17 - Temperatura [media=24.22083333333333, minima=23.0, maxima=25.9]
27 Threads - Porto Alegre - Dia 18 - Temperatura [media=25.02916666666667, minima=23.2, maxima=28.5]
27 Threads - Porto Alegre - Dia 19 - Temperatura [media=27.416666666666668, minima=23.8, maxima=32.8]
27 Threads - Porto Alegre - Dia 20 - Temperatura [media=25.07083333333333, minima=23.4, maxima=26.7]
27 Threads - Porto Alegre - Dia 21 - Temperatura [media=23.745833333333334, minima=21.5, maxima=26.6]
27 Threads - Porto Alegre - Dia 22 - Temperatura [media=23.445833333333336, minima=21.2, maxima=26.7]
27 Threads - Porto Alegre - Dia 23 - Temperatura [media=23.291666666666668, minima=20.5, maxima=27.5]
27 Threads - Porto Alegre - Dia 24 - Temperatura [media=22.29583333333333, minima=20.4, maxima=25.3]
27 Threads - Porto Alegre - Dia 25 - Temperatura [media=23.075000000000003, minima=20.1, maxima=27.1]
27 Threads - Porto Alegre - Dia 26 - Temperatura [media=22.441666666666666, minima=20.0, maxima=25.2]
27 Threads - Porto Alegre - Dia 27 - Temperatura [media=23.370833333333337, minima=20.6, maxima=27.2]
27 Threads - Porto Alegre - Dia 28 - Temperatura [media=22.879166666666666, minima=20.6, maxima=26.2]
27 Threads - Porto Alegre - Dia 29 - Temperatura [media=23.441666666666666, minima=20.1, maxima=27.7]
27 Threads - Porto Alegre - Dia 30 - Temperatura [media=24.620833333333334, minima=21.4, maxima=29.5]
27 Threads - Porto Alegre - Dia 31 - Temperatura [media=25.200000000000003, minima=20.3, maxima=29.8]

Cidade: Florianópolis
27 Threads - Florianópolis - Dia 1 - Temperatura [media=23.70416666666667, minima=22.2, maxima=25.6]
27 Threads - Florianópolis - Dia 2 - Temperatura [media=23.8625, minima=23.0, maxima=25.3]
27 Threads - Florianópolis - Dia 3 - Temperatura [media=23.274999999999995, minima=22.8, maxima=23.9]
27 Threads - Florianópolis - Dia 4 - Temperatura [media=23.25, minima=21.8, maxima=25.4]
27 Threads - Florianópolis - Dia 5 - Temperatura [media=22.754166666666666, minima=21.8, maxima=24.6]
27 Threads - Florianópolis - Dia 6 - Temperatura [media=23.879166666666666, minima=22.1, maxima=26.3]
27 Threads - Florianópolis - Dia 7 - Temperatura [media=25.775000000000006, minima=23.8, maxima=28.7]
27 Threads - Florianópolis - Dia 8 - Temperatura [media=27.325000000000003, minima=25.5, maxima=30.8]
27 Threads - Florianópolis - Dia 9 - Temperatura [media=27.14583333333334, minima=24.3, maxima=32.6]
27 Threads - Florianópolis - Dia 10 - Temperatura [media=26.825, minima=24.2, maxima=30.5]
27 Threads - Florianópolis - Dia 11 - Temperatura [media=27.454166666666676, minima=25.0, maxima=32.0]
27 Threads - Florianópolis - Dia 12 - Temperatura [media=24.316666666666666, minima=23.5, maxima=24.9]
27 Threads - Florianópolis - Dia 13 - Temperatura [media=23.34583333333333, minima=22.1, maxima=24.7]
27 Threads - Florianópolis - Dia 14 - Temperatura [media=25.470833333333328, minima=22.8, maxima=29.7]
27 Threads - Florianópolis - Dia 15 - Temperatura [media=27.270833333333332, minima=24.5, maxima=31.0]
27 Threads - Florianópolis - Dia 16 - Temperatura [media=27.662500000000005, minima=24.8, maxima=31.8]
27 Threads - Florianópolis - Dia 17 - Temperatura [media=26.208333333333332, minima=25.1, maxima=28.1]
27 Threads - Florianópolis - Dia 18 - Temperatura [media=25.525000000000006, minima=24.3, maxima=27.5]
27 Threads - Florianópolis - Dia 19 - Temperatura [media=27.34583333333333, minima=24.9, maxima=32.0]
27 Threads - Florianópolis - Dia 20 - Temperatura [media=26.40833333333333, minima=24.9, maxima=28.8]
27 Threads - Florianópolis - Dia 21 - Temperatura [media=24.35000000000001, minima=22.8, maxima=25.7]
27 Threads - Florianópolis - Dia 22 - Temperatura [media=22.895833333333332, minima=22.2, maxima=23.7]
27 Threads - Florianópolis - Dia 23 - Temperatura [media=21.979166666666668, minima=20.8, maxima=23.6]
27 Threads - Florianópolis - Dia 24 - Temperatura [media=22.0125, minima=21.0, maxima=23.8]
27 Threads - Florianópolis - Dia 25 - Temperatura [media=22.016666666666666, minima=20.6, maxima=24.2]
27 Threads - Florianópolis - Dia 26 - Temperatura [media=21.458333333333332, minima=20.5, maxima=22.6]
27 Threads - Florianópolis - Dia 27 - Temperatura [media=21.850000000000005, minima=20.6, maxima=23.8]
27 Threads - Florianópolis - Dia 28 - Temperatura [media=23.620833333333334, minima=21.9, maxima=26.6]
27 Threads - Florianópolis - Dia 29 - Temperatura [media=24.320833333333336, minima=21.7, maxima=28.6]
27 Threads - Florianópolis - Dia 30 - Temperatura [media=24.95416666666667, minima=22.3, maxima=29.1]
27 Threads - Florianópolis - Dia 31 - Temperatura [media=25.675, minima=23.4, maxima=29.8]

Cidade: Brasília
27 Threads - Brasília - Dia 1 - Temperatura [media=23.262499999999992, minima=20.7, maxima=27.0]
27 Threads - Brasília - Dia 2 - Temperatura [media=21.429166666666664, minima=19.6, maxima=24.4]
27 Threads - Brasília - Dia 3 - Temperatura [media=20.791666666666668, minima=19.7, maxima=22.5]
27 Threads - Brasília - Dia 4 - Temperatura [media=20.625000000000004, minima=19.5, maxima=22.3]
27 Threads - Brasília - Dia 5 - Temperatura [media=20.483333333333334, minima=18.8, maxima=22.3]
27 Threads - Brasília - Dia 6 - Temperatura [media=21.625, minima=19.1, maxima=26.4]
27 Threads - Brasília - Dia 7 - Temperatura [media=22.21666666666667, minima=18.7, maxima=26.6]
27 Threads - Brasília - Dia 8 - Temperatura [media=21.50833333333333, minima=19.6, maxima=24.9]
27 Threads - Brasília - Dia 9 - Temperatura [media=22.224999999999998, minima=19.2, maxima=26.2]
27 Threads - Brasília - Dia 10 - Temperatura [media=21.766666666666666, minima=19.3, maxima=25.4]
27 Threads - Brasília - Dia 11 - Temperatura [media=22.145833333333332, minima=19.2, maxima=27.1]
27 Threads - Brasília - Dia 12 - Temperatura [media=23.412499999999998, minima=19.3, maxima=28.0]
27 Threads - Brasília - Dia 13 - Temperatura [media=23.458333333333332, minima=20.5, maxima=26.5]
27 Threads - Brasília - Dia 14 - Temperatura [media=23.058333333333334, minima=19.9, maxima=26.7]
27 Threads - Brasília - Dia 15 - Temperatura [media=22.545833333333338, minima=19.3, maxima=27.1]
27 Threads - Brasília - Dia 16 - Temperatura [media=23.991666666666664, minima=19.6, maxima=29.2]
27 Threads - Brasília - Dia 17 - Temperatura [media=25.141666666666662, minima=21.1, maxima=30.1]
27 Threads - Brasília - Dia 18 - Temperatura [media=25.5125, minima=21.5, maxima=29.8]
27 Threads - Brasília - Dia 19 - Temperatura [media=25.366666666666664, minima=21.0, maxima=30.5]
27 Threads - Brasília - Dia 20 - Temperatura [media=25.325000000000003, minima=19.6, maxima=30.8]
27 Threads - Brasília - Dia 21 - Temperatura [media=24.8125, minima=20.8, maxima=29.8]
27 Threads - Brasília - Dia 22 - Temperatura [media=23.037499999999998, minima=19.7, maxima=27.0]
27 Threads - Brasília - Dia 23 - Temperatura [media=22.754166666666666, minima=20.0, maxima=26.9]
27 Threads - Brasília - Dia 24 - Temperatura [media=21.7375, minima=20.1, maxima=24.3]
27 Threads - Brasília - Dia 25 - Temperatura [media=21.90416666666667, minima=19.8, maxima=25.4]
27 Threads - Brasília - Dia 26 - Temperatura [media=21.870833333333337, minima=19.5, maxima=24.8]
27 Threads - Brasília - Dia 27 - Temperatura [media=22.0125, minima=19.0, maxima=25.9]
27 Threads - Brasília - Dia 28 - Temperatura [media=22.037500000000005, minima=19.3, maxima=25.3]
27 Threads - Brasília - Dia 29 - Temperatura [media=22.208333333333332, minima=19.2, maxima=26.4]
27 Threads - Brasília - Dia 30 - Temperatura [media=22.53333333333333, minima=18.9, maxima=27.2]
27 Threads - Brasília - Dia 31 - Temperatura [media=22.491666666666664, minima=19.4, maxima=26.4]

Cidade: Salvador
27 Threads - Salvador - Dia 1 - Temperatura [media=27.904166666666665, minima=25.6, maxima=31.4]
27 Threads - Salvador - Dia 2 - Temperatura [media=27.7375, minima=25.1, maxima=31.6]
27 Threads - Salvador - Dia 3 - Temperatura [media=27.975000000000005, minima=25.8, maxima=31.8]
27 Threads - Salvador - Dia 4 - Temperatura [media=28.295833333333334, minima=26.0, maxima=31.7]
27 Threads - Salvador - Dia 5 - Temperatura [media=28.72916666666667, minima=26.4, maxima=34.1]
27 Threads - Salvador - Dia 6 - Temperatura [media=28.220833333333342, minima=26.3, maxima=31.6]
27 Threads - Salvador - Dia 7 - Temperatura [media=28.137500000000003, minima=26.2, maxima=31.6]
27 Threads - Salvador - Dia 8 - Temperatura [media=28.3625, minima=26.1, maxima=32.3]
27 Threads - Salvador - Dia 9 - Temperatura [media=27.425, minima=26.3, maxima=28.8]
27 Threads - Salvador - Dia 10 - Temperatura [media=27.62916666666666, minima=25.3, maxima=30.7]
27 Threads - Salvador - Dia 11 - Temperatura [media=27.03333333333333, minima=24.9, maxima=30.1]
27 Threads - Salvador - Dia 12 - Temperatura [media=27.2625, minima=24.0, maxima=30.9]
27 Threads - Salvador - Dia 13 - Temperatura [media=27.825000000000003, minima=24.2, maxima=32.1]
27 Threads - Salvador - Dia 14 - Temperatura [media=28.16666666666667, minima=25.1, maxima=32.6]
27 Threads - Salvador - Dia 15 - Temperatura [media=27.625, minima=25.6, maxima=30.2]
27 Threads - Salvador - Dia 16 - Temperatura [media=27.85000000000001, minima=25.3, maxima=31.1]
27 Threads - Salvador - Dia 17 - Temperatura [media=27.54583333333333, minima=24.9, maxima=30.6]
27 Threads - Salvador - Dia 18 - Temperatura [media=27.537500000000005, minima=24.8, maxima=30.6]
27 Threads - Salvador - Dia 19 - Temperatura [media=28.233333333333334, minima=26.1, maxima=31.6]
27 Threads - Salvador - Dia 20 - Temperatura [media=28.32083333333333, minima=25.7, maxima=32.0]
27 Threads - Salvador - Dia 21 - Temperatura [media=28.78333333333333, minima=25.7, maxima=34.0]
27 Threads - Salvador - Dia 22 - Temperatura [media=29.27083333333333, minima=26.9, maxima=34.8]
27 Threads - Salvador - Dia 23 - Temperatura [media=28.487499999999997, minima=27.0, maxima=31.3]
27 Threads - Salvador - Dia 24 - Temperatura [media=27.970833333333342, minima=25.7, maxima=32.0]
27 Threads - Salvador - Dia 25 - Temperatura [media=27.13333333333333, minima=25.3, maxima=29.9]
27 Threads - Salvador - Dia 26 - Temperatura [media=27.462500000000002, minima=25.4, maxima=31.0]
27 Threads - Salvador - Dia 27 - Temperatura [media=25.862499999999997, minima=24.7, maxima=27.6]
27 Threads - Salvador - Dia 28 - Temperatura [media=27.22916666666666, minima=25.1, maxima=30.4]
27 Threads - Salvador - Dia 29 - Temperatura [media=27.96666666666667, minima=25.6, maxima=31.8]
27 Threads - Salvador - Dia 30 - Temperatura [media=27.804166666666664, minima=25.1, maxima=32.0]
27 Threads - Salvador - Dia 31 - Temperatura [media=27.1875, minima=24.6, maxima=30.5]

Cidade: Belém
27 Threads - Belém - Dia 1 - Temperatura [media=26.825, minima=25.3, maxima=28.9]
27 Threads - Belém - Dia 2 - Temperatura [media=26.71666666666667, minima=25.0, maxima=29.6]
27 Threads - Belém - Dia 3 - Temperatura [media=26.42083333333333, minima=24.9, maxima=29.9]
27 Threads - Belém - Dia 4 - Temperatura [media=26.75833333333334, minima=24.8, maxima=30.6]
27 Threads - Belém - Dia 5 - Temperatura [media=26.94583333333334, minima=25.1, maxima=30.3]
27 Threads - Belém - Dia 6 - Temperatura [media=26.79166666666667, minima=24.9, maxima=30.5]
27 Threads - Belém - Dia 7 - Temperatura [media=26.445833333333336, minima=24.8, maxima=29.4]
27 Threads - Belém - Dia 8 - Temperatura [media=26.891666666666662, minima=24.7, maxima=31.1]
27 Threads - Belém - Dia 9 - Temperatura [media=27.28333333333333, minima=24.8, maxima=31.9]
27 Threads - Belém - Dia 10 - Temperatura [media=27.2, minima=24.6, maxima=31.1]
27 Threads - Belém - Dia 11 - Temperatura [media=27.587500000000002, minima=25.4, maxima=31.5]
27 Threads - Belém - Dia 12 - Temperatura [media=25.383333333333336, minima=24.3, maxima=26.1]
